building-other-building-building-building beside of person beside person beside,building-other-merged beside bicycle
person looking at person at person at person,fire hydrant beside person
person standing on boat on,person on boat
person standing on pavement pavement pavement pavement pavement pavement pavement,person standing on pavement-merged
person standing on grass playing on-field-field-,person standing on playingfield
light hanging from wall from wall from wall-otherotherotherothermermer,light attached to wall-other-merged
bed leaning to front of wall beside wall-otherotherotherotherotherother,bed attached to wall-other-merged
person sitting on building on-otherotherotherotherotherotherothergedged,dog sitting on truck
elephant beside front of elephant beside of elephant,elephant in front of elephant
person holding tennis racket tennis racket racket racket racket racket racket racket,person holding tennis racket
person jumping over snow over snow,person over snow
person carrying backpack carrying handbag,person looking at person
bench on pavement beside pavement beside-gedgedgedgedgedgedgedged,bench on pavement-merged
person on boat on,person driving boat
person riding on horse back,person riding horse
cow standing on grass beside grass beside grassmergedgedgedgedgedged,cow standing on grass-merged
car beside car beside car beside,car in front of car
person looking at grass on-merged-merged-mergedged,person standing on grass-merged
person holding baseball bat baseball glove glove glove glove glove,person wearing baseball glove
person sitting on dining table table table table table table,person beside table-merged
person playing on surfboardboardboardboardboardboard,person riding surfboard
person jumping over wall over-otherotherotherotherotherotherothermermer,person in front of wall-other-merged
paper on table beside dining table table table table table table table,fork on dining table
building-other----mer-mer-mer-mer-,building-other-merged beside person
bottle beside bottle beside bottle beside bottle,bottle on cake
person sitting on bench on bench,person wearing bench
sky-sky----mer- over grass over tree-mer,sky-other-merged over tree-merged
sandwich on dining table table table table table table,fork on dining table
person holding scissors to handbag,person carrying handbag
backpack on floor floor floor floor floor floor floor floor floor floor floor,backpack on floor-wood
person playing with skis on snowboardis,person standing on skis
person looking at at kite kite kite k,person looking at person
tv-blind hanging from wall from wall wall wall wall wall wall wall wall,tv attached to wall-other-merged
elephant looking at person at person,elephant looking at person
sky-other----mer-ged- tree- grass-,sky-other-merged over tree-merged
tree-tree-treegedgedgedgedosingosingosingosingosingosing,tree-merged enclosing zebra
sky-other----mer-gedged-ged-mer,sky-other-merged over tree-merged
person holding surfboardboardboardboardboardboardboard,person holding frisbee
bus parked on pavement on road pavement pavement pavement pavement,bus on pavement-merged
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person standing on skateboard
tree-tree-treegedgedgedged-mer-mermermer,tree-merged over bicycle
person in front of wall of wall-otherotherotherotherotherotherother,person in front of wall-wood
person sitting on snow on snow,person sitting on snow
bus driving on on road on road,car driving on road
elephant standing on grass on grass-mermermermergedgedged,cow looking at grass-merged
person holding cell phone phone,person looking at cell phone
sandwich enclosing to sea on sea,sand beside sea
person holding cell phone at cell phone,person holding sandwich
person in front of of of of of of of of,person attached to person
airplane in front of kite in sky,airplane in front of airplane
window over train on train platform beside train platform,sky-other-merged over train
person standing on floor floor floor floor floor-other-mergedgedged,person sitting on floor-wood
car parked on pavement on pavement pavement-mergedgedgedgedgedged,car parked on road
person driving bus on bus,person driving bus
person standing on playing on playingfield playingfield,teddy bear walking on grass-merged
person beside person beside,person looking at person
backpack attached to backpack beside person beside,handbag beside person
person walking on road on road,person standing on road
person holding kite kite kite kite,person pulling kite
sky-other---sky over-sky over-sky over-,sky-other-merged over tree-merged
person beside to person,person talking to person
bear beside bear beside person,bear catching bear
person walking on pavement pavement pavement pavement pavement pavement pavementgedgedgedged,person on pavement-merged
railroad attached to gravel gravel gravel gravel gravel gravel gravel,railroad on gravel
cow beside cow beside cow,cow in front of cow
bicycle walking on pavement on pavement pavement-mergedmergedmerged,bicycle parked on pavement-merged
wall in front of building beside of building beside building beside-otherotherother,person sitting on bench
person holding tennis racket ball ball ball ball ball ball ball ball ball ball ball,person wearing clock
dirt-dirt-dirt-dirt-dirt-,dirt-merged beside water-other
person kicking sports ball ball ball ball ball ball ball,person kicking sports ball
sky-other-other-sky over-sky over-sky over,sky-other-merged over person
tree-tree-tree in front of tree beside tree beside tree-mer,wall-stone on dirt-merged
car parked on pavement on pavement on-,truck driving on pavement-merged
sky-other----mer- over grass over grass-mer,sky-other-merged over grass-merged
person sitting on bench beside bench beside bench,person on bench
person carrying handbagbagbagbagbagbagbag,person looking at handbag
knife slicing cake beside cake,knife slicing cake
tree-tree-mer-gedgedgedged-horse-,tree-merged enclosing horse
sandwich on dining table on table table table table,paper-merged on dining table
person walking on road on road,person on pavement-merged
motorcycle attached to motorcycle beside bicycle,bicycle attached to bicycle
kite flying over person over person over person,kite flying over person
person looking at tv,person looking at tv
sky-other-other-sky over grass over grass over-merged,sky-other-merged over grass-merged
person beside tree beside tree beside tree beside treegedgedgedgedgedged,person in front of tree-merged
suitcase leaning on to building on building-otherotherotherotherotherother,bed in truck
person beside person to,person talking to person
person in front of wall of wall wall- wall- wall-merged,person in front of cabinet-merged
airplane flying over sand over sand over,airplane flying over road
sky-other----mer- sea- sea-,sky-other-merged over sea
cow attached to cow beside cow,cow drinking cow
elephant looking at tree at tree in tree-gedgedgedgedged,elephant in front of tree-merged
person standing on surfboardboardboardboardboardboardboardboard,person catching kite
wall-other-----stuff hanging from wall wall wall wall,wall-other-merged on curtain
car parked on road on road,car parked on road
person attached to person person,person holding person
zebra beside zebraebraebraebraebraebraebraebraebra,zebra beside zebra
person standing on road on road,person walking on road
car driving on on road on road,car driving on road
person standing on grass playing playing playingfield,person standing on playingfield
sky-other-other-sky overcast overcast overcast road,sky-other-merged over road
truck parked on pavement beside road pavement pavement pavement pavement pavement pavement pavement pavement,motorcycle parked on road
surfboard lying on to sea,surfboard on sea
sky-other----mer- over- road over,sky-other-merged over road
building-other--mer-mer-mer-mer-mer-,house beside mountain-merged
bowl on dining table beside dining table table,banana on table-merged
banner hanging from ceiling from ceiling from ceiling from ceiling from ceilinggedged,banner hanging from ceiling-merged
bottle on dining table table table table table table,bottle on dining table
fence---mer-mer enclosingosingosingosingosingosing,fence-merged enclosing playingfield
person sitting on pavement on pavement pavement pavement pavement pavement pavementgedgedgedged,person sitting on pavement-merged
person wearing tie holding suitcase,person carrying handbag
bowl on dining table on dining table table on table,cake on table-merged
person beside person beside,person holding person
person walking on grass on grass-merged-merged,person walking on grass-merged
person looking at person person,person looking at person
person sitting on couch on couch,person wearing bed
person beside person beside person beside,person beside person
sheep looking at sheep at horse at,sheep looking at sheep
person looking at building at building-otherotherotherotherothermermermer,person in front of building-other-merged
frisbee over dog over dog over dog,frisbee flying over dog
sky-other-other-br-br-br-br-br,sky-other-merged over wall-other-merged
person looking at person,person beside person
bus driving on road on road,bus driving on road
person holding to person,person looking at pizza
fence-building in front of tree in front of tree in front of,fence-merged enclosing tree-merged
cow standing on road on road on,bicycle driving on road
person carrying backpack carrying backpack,person carrying backpack
person looking at skateboardboardboardboardboardboardboardboardboardboardboard,person playing skateboard
bear sitting on wall beside wall beside wallotherotherotherotherotherotherother,bear beside wall-stone
person beside person beside person,person beside person
person holding horse horse horse horse horse horse,person pulling horse
person holding teddy bear bear bear bear bear bear,person looking at orange
tree-tree beside pavement beside pavement beside pavement-merged-merged,tree-merged over pavement-merged
person beside water beside sea-,dog in front of river
boat driving on river,boat driving on sea
person in front of suitcase beside,person looking at truck
bowl attached to backpack beside handbag beside handbag beside,chair beside person
cup on dining table dining table table table table table,cup on dining table
person in front of building beside-otherotherotherotherotherotherother,person in front of house
sky-other---back-back of back of back of,sky-other-merged over person
person standing on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person standing on platform
person holding knife knife knife knife knife knife,person holding cell phone
kite hanging from kiteiteiteiteiteiteiteiteiteite,kite beside kite
person standing on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person looking at pavement-merged
person looking at laptop laptop,person touching laptop
food attached to table beside person beside person beside person,food-other-merged enclosing person
person walking on pavement on pavement pavement pavement pavement pavement pavementgedgedgedged,person walking on pavement-merged
person standing on playing on playingfieldfieldfieldfield,person jumping from playingfield
person on snow on snow,person on snow
grassgrass enclosing attached to to to dirt dirt dirt dirtgedgedged,grass-merged attached to road
person holding handbagbagbagbagbagbagbagbagbag,person beside fire hydrant
person beside person beside person beside person,motorcycle beside motorcycle
clock hanging from building over building building building building building building building building building building,clock on building-other-merged
person sitting on grass on dirt-merged-merged,person standing on sand
tree-treegedgedgedgedgedgedgedged-mer-mer,tree-merged enclosing car
kite flying over kiteiteiteiteiteiteiteiteiteite,person looking at kite
person in bus driving bus,person driving bus
kite flying over sand over sand,kite flying over sand
person standing on skisisisisis,person wearing skis
person standing on pavement beside wall-tile-tile-,person sitting on chair
backpack attached to table table table table table tablegedgedgedgedged,backpack on table-merged
person looking at at person at,person looking at person
truck parked beside car on pavement pavement pavement pavement pavement pavementgedgedged,bus driving on road
person standing on sand on sand,person walking on sand
bicycle beside person beside person beside person,bicycle in front of person
person standing on road on road,person walking on road
zebra lying on dirt on dirt-merged-mergedgedged,giraffe lying on dirt-merged
bus driving on road on road,bus parked on road
bird eating on tree beside tree beside-merged-mergedgedged,sheep beside tree-merged
banner hanging from building from building from building fromotherotherotherothermer,banner hanging from building-other-merged
bird walking on floor on floor on floorwoodwoodwoodwoodwoodwoodwood,bird looking at floor-wood
banana attached to banana to apple apple apple apple apple apple apple apple apple,banana attached to banana
train driving on railroad railroad railroad railroad railroad railroad,train on railroad
person looking at person at person,person talking to person
building-building---mer-mer-mer-mer-mer,bridge over sea
person walking on pavement on pavement pavement pavement pavement pavementgedgedgedgedged,person standing on pavement-merged
person holding tennis racket racket racket racket racket racket racket,person holding tennis racket
train driving on railroad railroad railroad railroad railroad railroad railroad railroad,train driving on railroad
roof over water over sand over,bridge over sea
person on to sea,person touching sea
elephant looking at at elephant at elephant,elephant guiding elephant
cow standing on grass on grass on-mergedgedgedgedgedged,bench on grass-merged
person standing on road on road,person on road
person holding baseball bat wearing baseball glove glove glove glove,person holding baseball bat
train driving on railroad railroad railroad railroad railroad railroad railroad railroad,train driving on railroad
tree-tree-tree beside fence beside grass-mermermermermer,wall-wood on pavement-merged
car driving on road beside road beside,car on road
person holding umbrella,person holding umbrella
person in front of banner banner banner banner banner banner banner banner,fire hydrant in front of wall-other-merged
kite flying over sky over kite-otherotherotherotherothermer,kite flying over sky-other-merged
motorcyclecycle driving on pavement on pavement pavement pavement pavement pavement,motorcycle on road
car parked beside car beside car,car beside car
sand on sand on sand on sand,rock-merged on sand
person holding kite kite kite kite,person pulling kite
person in front of of of of of,person in front of car
ceiling-ceiling overged overged over over,shelf over person
person sitting on chair,person sitting on chair
person sitting on chair on chair,person sitting on chair
person looking at at kiteiteiteiteiteiteiteiteite,person looking at kite
person walking on pavement pavement pavement pavement pavement pavement pavement pavementgedgedgedged,person running on pavement-merged
car driving on road on road,truck driving on road
person standing on road on road,person standing on pavement-merged
sky-other-other-sky-sky over grass over grass-mer,sky-other-merged over grass-merged
surfboard lying on sea in sea,surfboard on sea
knife hanging from wall wall wall wall wall wall wall wall wall wall wall wall,spoon in wall-tile
sky-other----- over-----mer,wall-other-merged on blanket
sky-other----mer- over grass over-merged,sky-other-merged over grass-merged
person beside person beside,dog beside dog
zebra looking at zebra at zebraebraebraebraebraebraebra,zebra in front of zebra
person looking at tree in- grass-mergedgedgedgedgedged,person beside flower
sports ball on grass on grass-merged-mergedgedgedged,sports ball on grass-merged
sheep looking at sheep sheep sheep sheep sheep sheep sheep,bear in front of bear
person walking on pavement on pavement-merged-merged,person walking on pavement-merged
car beside car beside,cow in front of car
person looking at person at,horse attached to person
bicycle parked on pavement on pavement pavement pavement pavement pavement pavementgedgedged,bicycle parked on pavement-merged
person touching at laptop keyboard,person touching keyboard
fence beside train beside train beside train beside,fence-merged beside train
person beside person beside person person,person talking to person
airplane parked on grass on grass grass grass grass grass grass grass grass grass,kite flying over grass-merged
window-blind hanging from wall in window-blind-blindblindblindblind,window-blind attached to wall-wood
person sitting on pavement on pavement pavement pavement pavement pavement pavement pavement pavement,person on car
person holding tennis racket tennis racket racket racket racket racket,person holding tennis racket
traffic light hanging over road over road light light light light light light light,traffic light over road
person sitting on motorcycle on motorcycle,person riding bicycle
tree-tree beside house beside house beside house,tree-merged enclosing house
person sitting on on road on road,person sitting on road
cabinet attached to to front of wall wall wall wall wall wall wall,cabinet-merged attached to wall-tile
car in front of car beside car,car in front of person
person about to to hit hit sports sports sports sports sports sports,person about to hit sports ball
person in front of car of,person on suitcase
umbrella hanging from wall from wall-otherotherotherotherotherothermer,knife hanging from wall-other-merged
bridge over- over over over over over over,car driving on road
person holding umbrella umbrella umbrella,person holding umbrella
chair beside chair beside,chair beside chair
person carrying handbagbagbagbagbagbagbagbagbagbag,person carrying handbag
person walking on sand on sand,person looking at sand
railroad beside railroad crossing on railroad railroad railroad railroad railroad railroad railroad railroad railroad,platform beside railroad
person holding cell phone phone phone phone phone phone phone,person holding cell phone
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person on skateboard
person carrying handbagbagbagbagbagbagbag,person carrying handbag
sky-other----mer- over grass over-merged,sky-other-merged over dirt-merged
person walking on pavement on-----gedgedgedgedged,person standing on floor-wood
person riding motorcycle on motorcycle,person on motorcycle
person holding baseball bat baseball bat bat bat bat bat,person swinging baseball bat
person standing on pavement pavement pavement pavement pavement pavement pavementgedgedgedged,person walking on pavement-merged
keyboard attached to floor on-----mergedgedged,laptop on table-merged
door-door-stuff attached to to wall wall-otherotherotherother,door-stuff in wall-other-merged
banana hanging from wall from wall from wall-otherotherotherothermer,tree-merged hanging from wall-other-merged
airplane in front of tree beside tree tree tree tree tree tree tree tree,airplane in front of tree-merged
person carrying skisisisis,person holding skis
person sitting on chair on chair on chair,person sitting on chair
person standing on dirt dirt dirt-mergedgedgedgedgedgedged,person standing on dirt-merged
road beside bus beside bus beside,pavement-merged beside bus
person standing on skis skis skis skis,person playing skis
bear sitting on on chair on chair,bear sitting on rock-merged
suitcase on train platform platform platform platform platform platform platform platform platform platform platform,train driving on railroad
person in front of window of house-otherotherotherother,person in front of window-other
sky-other----mer-mer over-mer-mer,sky-other-merged over road
person riding horse on,person riding horse
sky-other-other-sky-sky over snow over snow,sky-other-merged over snow
pavement beside pavement beside pavement beside pavement beside pavement beside pavement,pavement-merged beside road
sky-other-other-sky over building over building over building-other,sky-other-merged over building-other-merged
person holding cell phone at cell phone,person holding cell phone
handbag sitting on pavement pavement pavement pavement pavement pavement-mergedgedged,fire hydrant on pavement-merged
person standing on skis on snowboardis,person playing skis
person standing on playing playing playingfieldfieldfieldfieldfield,person standing on playingfield
person standing on floor rug rug rug rug rug rug rug ruggedgedged,person standing on floor-other-merged
person walking on grass on-merged-mergedgedgedgedged,person standing on grass-merged
person sitting on bench on bench,person wearing baseball glove
person jumping over stairs over stairs stairs stairs stairs stairs stairs stairs stairs,person jumping over pavement-merged
person standing on skis skisisisis,person standing on skis
person holding umbrella holding umbrella,person holding umbrella
person looking at at cow,person touching cat
person sitting on grass on grass-merged-gedgedgedgedged,person sitting on grass-merged
dirt-stone-stone beside person beside person,rock-merged beside person
sandwich enclosing sea sea sea,sand attached to sea
person on to sea,person on sea
book in shelf beside shelf beside shelf beside shelf beside shelf,bowl on shelf
person attached to person,person attached to person
car parked on grass beside fence beside car,truck in front of car
giraffe standing standing on grass on dirt-mergedgedgedged,giraffe walking on grass-merged
person swinging baseball bat baseball bat bat bat bat,person holding baseball bat
bicycle beside motorcycle beside car,bicycle beside bicycle
wall-stone in front of front of tree beside tree beside tree beside tree,building-other-merged beside tree-merged
teddy bear bear lying on bed on blanket on blanket,teddy bear lying on bed
kite flying over snowboard snowboardisisisisisisis,skis on person
person sitting on bench beside bench,person holding towel
zebra looking at zebra at zebra,zebra playing with zebra
paper-paper attached to cardboard attached to cardboard attached to,chair beside person
person playing sports ball ball ball ball ball ball ball,person kicking sports ball
cat in front of tree beside of tree beside tree-mergedgedged,cow in front of tree-merged
tree-treegedmergedged grass on grass on-mergedged,tree-merged attached to grass-merged
person walking on pavement on pavement on pavement,person walking on pavement-merged
toilet hanging from wall from wall from wall-otherotherotherotherother,wall-tile on wall-other-merged
person sitting on grass beside dirt--merged-mergedgedged,person attached to blanket
person playing on surfboardboardboardboardboardboard,person playing surfboard
person in front of bus on bus on bus,person on bus
person standing on pavement pavement pavement pavement pavement pavement,person standing on road
sandwich hanging from fence fence fence fence fence fence fencegedgedgedged,banner attached to fence-merged
person wearing handbag chair,person sitting on chair
cardboard attached to cabinet in cabinet-tile-tiletiletiletiletile,bottle attached to wall-wood
fence in front of front of front of front of front of front of,fence-merged in front of person
person standing on pavement pavement pavement pavement pavement pavement pavement pavement,person standing on pavement-merged
person standing on snow on,person standing on sand
bottle sitting on dining table on table,bottle on bench
person looking at at cow,person beside cat
bus in front of building beside building beside building building-otherotherothermer,bus in front of house
person beside person beside person,dog looking at person
sky-other-other-sky over-tree over-tree over-,sky-other-merged over tree-merged
cow in front of building beside building building building building building building,horse in front of building-other-merged
person standing on boat beside chair,boat in boat
flower on cake on table beside cake on table,knife attached to cake
rock-rock enclosing river beside river beside,rock-merged beside water-other
person riding bicycle bicycle bicycle,person beside bicycle
skateboarder beside person beside person,skis looking at person
person looking at laptop at laptop,person looking at laptop
skis on snow on snow,skis on snow
towel hanging from wall from wall from wall-otherotherotherother,curtain hanging from wall-other-merged
zebra standing on grass grass grass grass grassgedgedgedgedgedged,zebra standing on mountain-merged
boat in front of boat in,boat in front of boat
fence---mer-mer-mer-mer-mer-,fence-merged in front of person
tree-tree-treegedgedgedged pavement beside pavement-merged,tree-merged beside pavement-merged
person carrying handbagbagbagbagbagbagbagbag,person carrying handbag
person standing on snow on,person looking at snow
surfboardboard in sea on sea,surfboard on sea
wall----ged-ged- front of motorcycle beside,mountain-merged beside motorcycle
person beside fence beside fence beside fence beside,person sitting on bench
person in truck driving,person driving truck
person on bicycle beside,person beside bicycle
person standing on pavement pavement pavement pavement pavement pavement pavement,person standing on pavement-merged
person sitting on toilet toilet toilet toilet toilet toilet toilet,person touching toilet
person talking to person beside,person attached to person
person holding umbrella holding umbrella,person holding umbrella
tv in front of wall beside wall beside wall-otherotherotherotherother,person holding wall-other-merged
fence in front of front of front of person front person person person,fence-merged enclosing person
fence---mer ingedgedgedgedgedosingosingosing,fence-merged enclosing playingfield
person drinking wine wine wine wine wine wine wine,person holding wine glass
door-stuff-stuff hanging from wall wall wall wall-otherotherother,door-stuff on wall-other-merged
train driving on railroad railroad railroad railroad railroad railroad railroad railroad,train parked on railroad
person looking at skisisisisis,person riding skis
person standing on skis skisisisisis,person on skis
person riding motorcycle motorcycle motorcycle,person on motorcycle
laptop beside laptop on,laptop in front of cat
wall-wall-building over front of window beside bench beside bench,wall-other-merged sitting on bench
car parked beside of truck beside of,car in front of car
person beside person beside person,person wearing person
sheep lying on grass on grass-merged-mergedgedged,sheep lying on grass-merged
gravel beside train beside train beside,pavement-merged on train
person standing on pavement pavement pavement pavement pavement pavement pavement,person standing on platform
person wearing baseball glove glove glove glove glove glove glove glove,person wearing baseball glove
person on surfboardboardboardboardboardboardboard,person playing surfboard
zebra standing on grass grass grass grass grass grassgedgedgedgedged,zebra standing on grass-merged
motorcyclecycle driving on road on road road,motorcycle driving on road
person standing on grass on grass-merged-mergedgedgedged,person standing on sand
gravel attached to railroad railroad railroad railroad railroad railroad railroad railroad railroad railroad,gravel attached to railroad
dirt-mer-mergedgedged-merged-merged,dirt-merged attached to tree-merged
person beside person beside,person attached to person
person holding umbrella in front of,person holding paper-merged
person leaning on fence beside fence beside-otherother,person attached to fence-merged
person walking on pavement on road on road,person on pavement-merged
person holding surfboard,person holding surfboard
person lying on bed beside bed,person sitting on bed
person holding tennis racket tennis racket racket racket racket racket,person holding tennis racket
sky-other-other-other-other-other-otherotherother,sky-other-merged over sea
knife slicing knife on dining table dining table table table table table,knife on dining table
airplane parked on pavement on pavement on,airplane parked on pavement-merged
person looking at person beside person beside,horse in front of person
person holding surfboardboardboardboardboardboardboardboard,person on surfboard
car parked beside motorcycle beside motorcycle beside car,person riding motorcycle
person walking on pavement on road on road,person looking at pavement-merged
bear beside bear beside,bear attached to bear
person looking at sky over mountain--merged-merged-mer,person going down snow
person looking at paper paper paper-merged-mergedgedgedged,person eating food-other-merged
person looking at car beside car,person in car
truck in front of truck beside of,truck beside truck
person on snowboardboardboardboardboardboardboardboardboardboard,person wearing snowboard
car parked on pavement beside pavement beside-mergedgedgedgedgedged,car parked on pavement-merged
road attached to pavement pavement pavement pavement pavement pavement pavement pavement pavementgedgedged,road attached to pavement-merged
person standing on skis skisisis,person wearing skis
kite flying over grass over sky overotherotherotherotherothermerged,person jumping over sea
backpack sitting on floor on floor-otherotherotherotherothermermer,chair on floor-other-merged
person riding bicycle,person riding bicycle
person beside person beside,person looking at person
bus driving on road on road,bus parked on road
person holding remote remote remote remote remote remote,person holding remote
person swinging baseball bat baseball bat bat bat bat,person holding baseball bat
person walking on pavement pavement pavement pavement pavement pavementgedgedgedged,person standing on pavement-merged
motorcycle parked beside pavement beside pavement beside-mergedgedgedged,car parked on road
person playing skateboardboardboardboardboardboardboardboardboard,person holding skateboard
tree-tree-tree beside railroad railroad railroad railroad railroad railroad railroad,tree-merged beside railroad
elephant looking at elephant at elephant,elephant attached to elephant
person attached to fence fence fence fence-mergedgedgedgedgedged,person leaning on fence-merged
sky-other-other-sky over over road over road,sky-other-merged over road
fence in front of front of front of front of front of,fence-merged beside person
person standing on grass grass grass grass grassgedgedgedgedged,person standing on grass-merged
laptop on shelf beside shelf shelf shelf shelf shelf shelf shelf shelf shelf shelf,book on shelf
paper hanging from to from wall from wall-stuff-stuff-stuff-,curtain on window-other
pavement beside road beside road beside road beside road,fence-merged enclosing road
handbag hanging from wall on wall-tile-tile-tile,chair in train
pavement attached to to building beside building beside building-otherotherotherother,pavement-merged attached to building-other-merged
scissors on dining table dining table dining table dining table,fork on dining table
sky-other---sky over-sky over-sky over-,sky-other-merged over building-other-merged
fence---mer ingedgedgedgedgedgedosingosing,fence-merged enclosing playingfield
bird sitting on bench on bench,bird standing on bench
person sitting on chair over chair over chair over chair,person looking at tv
boat driving on river,boat in water-other
boat parked on sea,boat driving on sea
bench parked on pavement beside pavement beside pavement pavement pavement pavement pavement pavement pavement pavement,stop sign on pavement-merged
person beside umbrella beside bench,person looking at bowl
giraffe looking at giraffe beside rock rock rock rock rock rock,giraffe looking at giraffe
train beside building beside building beside building beside building-otherotherother,train entering building-other-merged
window-blind beside window beside handbag beside handbag beside handbag,train driving on railroad
wall-tile-tile-tile on wall beside toilet toilet toilet toilet toilet,wall-other-merged enclosing toilet
person standing on skis snowboard snowboard,person on snowboard
person standing on dirt dirt dirt dirt-mergedgedgedgedgedged,person on dirt-merged
person playing sports ball ball ball ball ball ball ball,person playing sports ball
sky-other---mer-merged grass over-merged,sky-other-merged over grass-merged
bus parked on road on road on,truck driving on road
sky-other---sky over-other-otherotherotherother,sky-other-merged over building-other-merged
sky-other-other-sky over-other-other-otherother,sky-other-merged over building-other-merged
person holding remote remote remote,person holding cell phone
sky-other-other-other over-bus over-bus over,sky-other-merged over bus
bottle on bed beside bed,pillow on bed
person playing with kite kite kite,person playing kite
sports ball enclosing to apple ball ball ball ball ball ball ball ball ball,sports ball attached to sports ball
train driving on railroad railroad railroad railroad railroad railroad railroad,train on railroad
person standing on surfboardboardboardboardboardboardboardboardboardboardboard,person playing surfboard
person beside person beside,dog attached to person
person standing on sea,person beside sea
motorcyclecycle driving on pavement on pavement pavement pavement pavement pavement,motorcycle driving on road
person painted on bus on bus,person in bus
zebra standing on grass on grass-mergedmergedgedgedged,zebra on grass-merged
mountain in front of mountain in front of mountain in sky in sky,tree-merged in front of mountain-merged
person standing on pavement beside pavement pavement pavement pavement pavementgedgedgedgedged,person standing on pavement-merged
person looking at person,person talking to person
bus in front of bus beside of bus bus bus bus bus bus,bus beside bus
horse beside person beside,cow looking at cow
person standing on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person standing on pavement-merged
cake on table beside table table table table table table,cake on table-merged
person wearing chair beside chair beside chair,couch on person
person standing on surfboardboardboardboardboardboardboardboardboardboardboard,person riding surfboard
person leaning on counter beside counter-tile-tile-tile,person cleaning counter
person standing on snow on snow,person looking at snow
person leaning on fence beside fence beside-otherothermergedgedgedged,person in front of fence-merged
train driving on railroad railroad railroad railroad railroad railroad railroad,train on railroad
pavement attached to to building beside building beside building-otherotherotherother,pavement-merged beside building-other-merged
cup of cup of cup of cup of cup,cup beside cup
ceiling-ceilingceiling over over person over person,ceiling-merged over person
kite flying over sky over sky over sky overotherotherotherotherother,bird on sky-other-merged
bowlle on dirt pavement beside pavement beside-mergedgedgedgedged,handbag on grass-merged
person riding skateboardboardboardboardboardboardboardboardboardboardboard,person riding skateboard
truck parked on grass on grass on-mergedgedgedgedged,truck parked on grass-merged
person standing on grass on grass grass grass grassgedgedgedgedged,person standing on grass-merged
person pushing bicycle bicycle bicycle,person exiting bicycle
person holding handbagbagbagbagbagbagbagbagbag,person holding book
light hanging from ceiling from ceiling lighter-merged-gedgedged,light hanging from ceiling-merged
person standing on pavement pavement pavement pavement pavement pavement pavement,person wearing pavement-merged
person riding motorcycle on motorcycle on,backpack beside bicycle
light hanging from ceiling from ceiling light-light-light-light-light,light attached to ceiling-merged
bird looking at sea on,bird beside sea
fence---mer-gedgedged railroad railroad railroad railroad railroad,fence-merged beside railroad
person holding baseball bat baseball bat bat bat,person beside baseball bat
person standing on river on river,person over river
person standing on snow on,person walking on snow
person leaning on wall beside wall-brick wallbrickbrickbr,person beside wall-brick
person holding cell phone at cell phone,person wearing tie
person beside handbag beside handbagbagbagbagbagbagbagbag,teddy bear beside wall-other-merged
bus parked on pavement on road pavement pavement pavement pavement,bus parked on pavement-merged
car beside front of building beside-otherotherotherotherothermergedged,car in front of building-other-merged
person touching dining table table table table table,person looking at table-merged
person wearing skis on snowboard,person holding skis
person in front of building beside building beside building-otherotherotherotherother,person leaning on wall-other-merged
sky-other-other-sky over-other building over-other-,sky-other-merged beside building-other-merged
window-other in window in building beside building-otherotherotherotherother,teddy bear in building-other-merged
window-blind hanging from wall from wall wall wallotherotherotherotherother,wall-wood in wall-other-merged
person looking at person at person,person looking at person
person standing on floor on-otherotherotherothermermermermermer,person in front of table-merged
dog beside dog beside,dog beside dog
person standing on stairs stairs stairs stairs stairs stairs,person wearing stairs
horse walking on sand on,horse walking on sand
person in front of front of of,person in front of person
fence---mer-mer enclosingosingosingosingosingosing,fence-merged attached to playingfield
sea on sea-sea-sea-sea-sea-sea-sea,boat driving on sea
person standing on rug rug rug rug ruggedmergedgedged,person walking on rug-merged
person driving on train,person driving train
person walking on pavement on road pavement pavement pavement,person crossing road
sky-other-sky-sky over tree-sky over tree-mer,sky-other-merged over tree-merged
person beside person at,person wearing person
person on surfboardboardboardboardboardboardboardboardboard,person playing surfboard
person sitting on bed on bed,person sitting on bed
tree-tree-tree beside fence beside-otherotherotherotherother,tree-merged over boat
wine glass on dining table beside dining table table,wine glass on table-merged
sky-other-other-other over-other bicycle over,sky-other-merged beside bicycle
kite flying over dirt dirt dirt dirt-mergedgedgedgedged,cow lying on sand
car parked on pavement on pavement beside-,car driving on road
person sitting on car,person driving car
truck parked on road on road,truck driving on road
person wearing baseball glove glove glove glove glove glove glove,person wearing baseball glove
person looking at elephant elephant elephant elephant elephant,person looking at elephant
horse walking on dirt dirt dirt dirt dirtgedgedgedgedgedgedged,horse running on dirt-merged
platformcase beside train beside train platform beside platform,platform driving train
sky-other----- over- over-,sky-other-merged over person
building-building-building- beside on pavement beside on pavement beside on,building-other-merged attached to road
building-brick wall in front of wall in wall-otherotherother,stairs on wall-other-merged
car parked on road beside road beside road,car driving on road
cow looking at cow at cow,cow beside cow
person looking at cell phone at cell phone phone phone,person looking at cell phone
airplane flying over sky over sky overotherotherotherotherotherothermer,airplane driving on sky-other-merged
wine glass beside wine glass beside glass glass,wine glass in front of wine glass
person playing on surfboardboardboardboardboardboard,person on surfboard
